cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,temperature_c,humidity_pct,strip_age_days,dose_ppm_min
111.26,91.42,70.35,40.24,4.75,15.18,30.0,36.9,43.5,56.26,20.5,39.0,15.8,927.2
57.54,39.82,26.49,17.77,6.28,12.03,26.0,55.3,22.7,78.5,23.3,62.5,2.6,1907.6
170.98,155.8,134.08,65.03,1.97,13.41,36.0,21.6,67.1,31.32,18.7,30.8,40.8,414.1
138.16,119.82,96.49,51.45,3.33,15.45,34.0,30.6,54.1,45.1,32.8,39.9,47.2,602.0
187.28,172.68,149.95,71.26,1.5,13.59,38.0,19.6,73.3,25.18,34.0,69.2,34.2,243.0
227.4,220.91,200.9,88.1,-1.15,10.61,46.0,11.4,89.0,8.23,21.0,69.0,44.7,72.4
243.01,236.04,217.96,93.51,-0.68,9.6,44.0,10.2,95.3,2.82,21.9,53.2,53.6,11.1
56.96,44.4,30.5,19.21,3.42,11.19,30.0,45.5,22.4,76.88,27.4,37.1,7.3,1921.7
114.82,100.6,76.94,43.36,1.76,15.51,38.0,32.9,45.1,53.06,25.2,83.1,36.1,719.1
62.07,44.32,29.97,19.82,5.98,12.48,26.0,51.8,24.3,76.46,30.4,52.3,13.8,1682.6
97.16,78.48,60.15,34.8,4.88,13.79,30.0,38.0,38.0,61.54,19.6,56.1,15.2,1050.9
107.49,87.81,65.56,38.72,4.59,15.95,32.0,38.4,42.0,57.84,26.3,49.7,33.7,924.2
208.28,196.03,171.59,79.56,0.27,13.82,40.0,17.3,81.6,17.13,15.0,51.9,59.0,197.0
135.58,116.29,94.23,50.18,3.96,14.97,32.0,31.0,53.3,46.34,36.2,51.9,13.7,574.7
83.37,65.96,46.79,29.29,4.48,14.52,32.0,43.5,32.5,67.06,31.3,72.3,17.2,1127.3
60.08,43.54,28.44,19.29,5.3,12.77,30.0,53.3,23.5,76.95,28.8,32.7,49.5,1925.7
172.72,154.89,128.94,64.84,2.39,16.02,36.0,25.5,67.8,32.0,30.0,80.9,47.1,345.2
79.62,63.87,46.31,28.22,3.96,13.33,32.0,42.4,31.4,68.01,29.3,60.8,42.7,1192.9
146.28,128.01,105.45,54.66,3.32,14.83,34.0,28.2,57.3,41.84,22.4,20.0,40.6,611.9
244.91,238.74,220.45,94.38,-0.98,9.58,46.0,10.2,96.1,2.27,29.9,49.4,34.9,0.0
61.29,46.8,30.68,20.5,4.02,12.88,32.0,49.0,23.9,75.68,26.8,68.4,7.7,1653.2
143.82,127.77,103.3,54.32,2.13,15.55,36.0,28.6,56.5,42.22,24.2,63.8,56.3,560.5
222.23,215.66,194.83,86.22,-1.25,11.08,46.0,12.2,87.1,10.15,19.7,58.1,13.9,97.3
94.71,75.95,55.94,33.7,4.74,14.89,30.0,41.2,37.3,62.72,33.2,58.2,10.6,957.5
244.64,239.87,221.56,94.67,-1.48,9.41,46.0,9.4,96.1,2.42,35.7,67.9,26.0,0.0
53.87,39.43,27.47,17.19,4.8,10.5,26.0,49.8,21.2,78.94,35.7,54.8,46.4,1879.4
164.63,147.31,123.56,61.97,2.57,14.93,34.0,24.7,64.7,34.6,36.1,41.2,41.6,405.3
63.27,48.97,33.88,21.49,3.99,12.09,32.0,45.9,24.7,74.66,20.5,48.1,21.9,1724.8
229.68,222.96,200.53,88.79,-1.45,11.81,46.0,12.5,90.2,7.98,28.8,36.8,54.9,72.0
236.16,230.46,209.74,91.39,-1.54,10.77,46.0,11.0,92.5,5.34,23.2,54.1,15.0,37.4
101.35,81.76,59.91,36.2,4.74,15.91,32.0,40.8,39.6,60.35,19.5,72.1,13.9,966.5
152.01,134.2,112.59,57.04,3.2,14.12,32.0,25.5,59.6,39.39,27.2,43.6,21.1,498.0
110.12,90.28,67.65,39.74,4.56,16.12,32.0,38.0,43.1,56.85,20.8,36.5,38.5,976.6
135.92,118.95,91.33,50.89,2.16,17.63,38.0,32.9,53.3,45.96,30.8,60.8,13.4,568.7
69.94,53.0,37.3,23.61,5.1,12.81,30.0,47.1,27.5,72.64,27.8,68.1,33.5,1444.9
64.41,47.09,31.34,21.0,5.48,13.17,30.0,51.4,25.1,75.28,30.5,51.2,23.0,1610.5
117.5,97.17,75.86,42.64,4.82,15.23,30.0,35.7,46.3,53.9,33.3,51.9,38.1,756.1
233.31,225.02,203.26,89.66,-0.79,11.66,44.0,12.9,91.4,7.0,24.0,46.8,51.0,57.2
192.48,177.33,154.63,73.02,1.7,13.58,36.0,19.2,75.3,23.46,35.5,58.7,54.3,241.9
222.02,212.2,189.92,85.22,-0.31,12.24,42.0,14.5,87.1,11.29,30.0,50.9,51.1,104.5
119.65,104.08,80.34,44.9,2.3,15.66,36.0,33.3,47.1,51.56,34.0,51.3,36.4,715.3
150.28,135.82,108.61,57.23,1.01,16.62,40.0,27.5,58.8,39.52,26.7,60.5,8.3,489.4
210.05,199.67,176.19,80.74,-0.27,13.05,42.0,16.1,82.4,15.81,31.2,43.8,12.5,150.4
243.82,237.96,223.25,94.17,-0.51,7.81,42.0,8.6,95.7,2.41,31.6,45.0,4.6,2.3
244.19,238.76,221.87,94.37,-1.02,8.81,46.0,9.0,95.7,2.24,32.8,56.8,56.3,0.0
65.65,47.92,32.09,21.43,5.64,13.26,28.0,51.4,25.9,74.87,32.2,71.7,30.7,1448.2
147.57,132.54,104.33,56.0,1.13,17.32,40.0,29.8,58.0,40.86,25.2,39.8,22.0,544.7
246.16,241.84,223.78,95.33,-1.59,9.23,50.0,9.0,96.5,2.21,27.2,79.0,24.1,0.0
95.7,76.64,57.52,34.04,4.99,14.39,30.0,39.6,37.6,62.36,28.0,49.1,17.2,1032.0
155.34,140.08,114.47,58.98,1.53,15.78,38.0,26.3,60.8,37.65,31.3,83.4,51.9,426.3
199.54,185.11,162.77,75.82,1.45,13.19,36.0,18.4,78.4,20.63,19.9,52.1,15.2,224.3
74.45,57.51,39.98,25.58,4.71,13.76,32.0,45.9,29.0,70.71,27.5,52.0,7.9,1392.7
100.26,81.45,59.99,35.99,4.45,15.56,32.0,40.0,39.2,60.5,21.3,66.9,39.2,995.2
71.59,53.57,37.53,23.99,5.56,13.19,28.0,47.1,28.2,72.31,30.6,44.6,43.0,1502.5
72.03,55.96,36.58,24.75,4.09,14.81,32.0,48.6,28.2,71.58,24.1,69.0,24.3,1369.0
57.78,41.15,25.82,18.2,5.42,13.04,28.0,55.3,22.7,78.06,37.9,67.6,57.7,1708.2
193.73,181.65,159.32,74.36,0.58,12.93,40.0,18.0,76.1,21.99,25.8,76.2,49.4,225.7
129.21,112.94,85.89,48.45,2.02,17.38,38.0,33.3,50.6,48.31,19.5,38.8,50.0,764.6
81.12,64.12,44.59,28.44,4.28,14.74,32.0,44.3,31.8,67.91,33.1,54.2,58.1,1258.6
200.21,189.2,167.14,77.03,0.2,12.55,40.0,16.5,78.4,19.3,34.9,69.7,26.7,174.5
143.73,124.55,100.6,53.38,3.53,15.8,34.0,29.8,56.5,43.27,23.4,64.4,20.9,547.7
235.53,227.81,207.5,90.63,-0.77,10.85,42.0,11.8,92.5,5.82,33.7,56.3,49.8,35.4
223.88,213.93,194.63,85.91,0.2,10.75,40.0,12.9,87.8,10.25,33.0,44.7,13.5,89.0
182.25,168.53,145.53,69.64,1.15,13.67,38.0,19.6,71.4,26.78,39.3,71.2,14.3,251.7
69.07,50.49,36.55,22.73,6.21,12.11,24.0,46.3,27.1,73.56,21.1,45.8,50.5,1688.9
87.16,69.38,49.06,30.78,4.41,15.15,32.0,43.5,34.1,65.63,22.3,46.7,42.9,1240.2
168.76,151.1,129.02,63.47,2.93,14.02,34.0,23.5,66.3,33.0,26.9,56.7,26.8,372.5
110.53,92.22,70.22,40.39,3.92,15.44,32.0,36.9,43.5,56.09,31.0,63.3,40.3,801.0
56.06,38.42,30.03,17.23,6.97,8.83,18.0,46.3,22.0,79.04,21.1,51.5,9.3,1986.6
141.2,119.55,99.51,51.74,5.19,14.14,30.0,29.0,55.3,44.8,29.2,56.5,35.6,567.1
87.64,70.44,51.55,31.2,4.3,14.14,30.0,40.8,34.5,65.11,34.9,54.2,2.3,1058.8
230.08,225.05,202.2,89.39,-2.12,11.79,50.0,12.2,90.2,7.64,32.0,54.1,51.4,59.5
67.68,49.55,33.99,22.22,5.82,13.09,28.0,50.2,26.7,74.08,19.9,49.9,41.9,1711.9
216.02,207.09,187.54,83.38,-0.2,10.82,40.0,12.9,84.7,12.77,28.3,27.3,28.3,127.3
207.02,194.87,170.93,79.15,0.31,13.57,40.0,17.3,81.2,17.46,27.6,39.1,57.5,189.0
88.99,69.82,49.84,31.14,5.1,15.16,30.0,43.9,34.9,65.31,29.7,59.6,38.1,1093.8
67.05,52.73,34.95,23.13,3.54,13.64,34.0,47.8,26.3,73.08,35.5,65.6,54.0,1494.3
68.09,49.08,34.79,22.15,6.43,12.48,26.0,48.6,26.7,74.17,32.6,55.5,2.2,1475.3
208.89,199.57,175.48,80.61,-0.76,13.23,44.0,16.1,82.0,16.01,32.6,29.9,59.6,165.9
155.36,136.96,112.48,58.1,3.0,15.69,34.0,27.8,60.8,38.57,18.3,51.8,3.5,507.5
131.02,112.8,90.32,48.68,3.49,15.13,34.0,31.4,51.4,47.81,20.8,50.4,33.9,696.8
57.54,42.45,27.52,18.61,4.63,12.42,28.0,51.8,22.7,77.58,28.4,71.4,29.7,1721.9
131.12,112.36,88.89,48.54,3.59,15.78,32.0,32.2,51.4,48.04,26.2,32.7,21.9,701.2
73.71,56.09,38.6,25.03,5.09,13.92,30.0,47.5,29.0,71.29,31.8,62.4,29.1,1308.5
186.05,175.71,147.62,71.9,-0.95,15.75,44.0,20.4,72.9,25.07,19.4,40.2,25.0,302.2
65.0,46.56,34.0,20.97,6.48,11.37,26.0,47.8,25.5,75.31,30.4,70.5,20.7,1537.2
109.11,88.74,67.85,39.2,5.06,15.25,30.0,37.6,42.7,57.32,35.1,44.8,3.4,847.0
135.47,118.82,95.69,50.9,2.67,15.11,36.0,29.0,52.9,45.56,27.4,32.7,14.2,641.4
74.0,59.4,39.58,26.09,3.21,14.68,34.0,45.9,29.0,70.19,26.9,53.8,34.5,1385.2
237.05,233.08,213.42,92.2,-1.98,10.03,50.0,10.2,92.9,4.65,23.4,49.6,55.5,36.4
61.17,45.88,27.85,20.15,4.21,14.28,32.0,54.1,23.9,76.12,31.2,70.8,8.3,1627.0
97.58,78.51,58.76,34.82,4.86,14.7,30.0,39.6,38.4,61.6,31.2,59.3,45.6,988.4
106.33,85.64,66.45,37.99,5.51,14.41,30.0,37.6,41.6,58.48,30.6,52.9,41.1,895.4
110.37,90.1,67.88,39.72,4.81,15.96,32.0,38.0,43.1,56.87,30.4,68.7,48.4,833.6
244.51,241.91,220.58,95.15,-2.71,10.61,52.0,9.8,96.1,3.69,31.8,62.9,7.5,0.0
226.81,221.13,202.73,88.15,-1.18,9.72,46.0,10.6,89.0,8.06,29.7,52.8,35.4,64.4
73.06,56.61,37.65,25.09,4.32,14.59,32.0,47.8,28.6,71.23,25.1,44.2,18.7,1468.2
57.0,42.06,28.61,18.44,4.76,11.45,28.0,49.0,22.4,77.72,25.5,65.4,34.6,1835.1
243.89,238.72,223.5,94.37,-0.84,7.97,46.0,8.6,95.7,2.35,27.2,49.3,45.5,0.0
59.02,41.33,27.61,18.46,6.15,12.21,26.0,52.5,23.1,77.81,24.0,59.2,46.7,1929.6
144.88,125.84,100.78,53.84,3.3,16.35,34.0,30.2,56.9,42.89,26.5,49.0,18.5,560.2
61.95,44.16,29.58,19.75,5.98,12.64,26.0,51.8,24.3,76.53,33.4,36.0,37.3,1818.2
123.81,102.01,78.98,44.72,5.13,16.3,30.0,36.5,48.6,52.0,35.1,47.5,7.0,698.0
77.28,58.89,40.61,26.34,5.27,14.43,30.0,46.7,30.2,70.03,29.3,63.6,26.0,1296.3
141.87,122.39,96.59,52.52,3.43,16.91,34.0,31.8,55.7,44.29,27.5,75.8,45.3,556.0
191.8,175.85,151.59,72.51,1.77,14.51,36.0,20.8,75.3,24.16,21.2,51.4,51.1,283.8
59.67,42.0,28.78,18.77,6.18,11.84,26.0,51.8,23.5,77.49,21.8,69.2,45.3,1823.9
109.84,90.43,68.86,39.78,4.51,15.43,30.0,37.3,43.1,56.73,28.0,44.1,11.8,864.4
197.16,183.11,159.92,75.04,1.18,13.6,38.0,18.8,77.3,21.47,23.1,62.0,38.4,229.7
233.09,228.23,207.95,90.55,-1.77,10.48,48.0,10.6,91.4,6.09,32.1,60.6,38.2,41.8
190.77,179.22,152.87,73.33,-0.23,14.95,42.0,20.0,74.9,23.45,36.0,66.0,60.0,234.0
59.22,41.71,26.52,18.58,5.86,13.1,28.0,54.1,23.1,77.71,38.6,38.9,36.0,1770.1
214.91,207.02,184.79,83.21,-1.0,12.02,44.0,14.1,84.3,13.23,26.2,52.4,29.4,123.8
69.21,52.96,37.45,23.51,4.78,12.56,30.0,46.3,27.1,72.7,38.8,51.9,10.5,1345.4
152.38,135.59,110.13,57.4,2.22,16.01,38.0,27.5,59.6,39.27,31.3,51.5,7.6,472.3
213.89,203.73,182.59,82.24,0.0,11.8,40.0,14.5,83.9,14.05,18.7,61.4,15.8,138.9
203.07,194.43,170.77,78.7,-0.94,12.99,44.0,15.7,79.6,17.81,24.7,47.3,23.6,189.6
155.43,140.83,116.59,59.24,1.46,14.94,38.0,24.7,60.8,37.25,29.7,73.6,58.9,448.4
206.82,194.34,173.43,79.05,0.91,12.09,38.0,16.5,81.2,17.23,18.4,72.6,4.8,170.9
144.88,128.45,101.73,54.57,1.95,16.81,36.0,29.8,56.9,42.18,22.8,57.1,20.0,544.4
245.6,239.97,221.2,94.76,-1.25,9.74,46.0,10.2,96.5,2.27,23.4,49.8,58.0,0.0
234.53,225.86,208.73,90.09,0.08,9.42,40.0,11.0,92.2,5.94,36.2,46.6,18.3,43.7
244.04,232.56,216.47,92.69,1.22,9.21,36.0,11.4,95.7,3.39,35.6,66.9,9.0,18.5
213.69,203.33,184.36,82.16,0.42,10.75,38.0,14.1,83.9,13.95,29.8,54.2,32.0,133.4
103.38,85.41,61.78,37.51,3.69,16.55,34.0,40.0,40.4,59.06,33.9,61.2,58.4,917.2
72.94,58.53,38.36,25.67,3.1,14.89,36.0,47.8,28.6,70.62,27.0,32.1,18.7,1477.9
125.77,107.45,84.0,46.53,3.48,15.83,32.0,33.3,49.4,50.03,26.1,56.4,7.3,696.4
137.43,119.02,97.1,51.17,3.58,14.7,34.0,29.0,53.7,45.3,31.3,64.1,55.9,586.5
119.9,97.21,75.51,42.9,5.8,15.83,28.0,36.9,47.1,53.8,24.5,58.8,48.2,816.7
157.14,142.58,118.1,59.9,1.4,15.03,38.0,24.7,61.6,36.61,28.0,50.8,23.7,436.3
205.76,195.32,172.06,79.18,-0.21,13.0,40.0,16.5,80.8,17.3,29.7,54.1,47.4,176.4
129.47,112.75,86.24,48.43,2.29,17.15,38.0,33.3,50.6,48.3,26.9,62.4,50.9,675.6
102.54,82.14,59.82,36.44,5.04,16.31,30.0,41.6,40.4,60.18,21.9,59.4,41.9,989.2
245.49,242.14,223.0,95.34,-2.1,9.63,52.0,9.0,96.1,2.76,29.6,39.6,43.1,0.0
192.2,180.62,157.75,73.93,0.3,13.15,40.0,17.6,75.3,22.46,35.9,62.8,4.1,209.3
87.4,68.53,50.28,30.59,5.22,14.12,30.0,42.4,34.1,65.78,32.9,43.3,57.3,1215.9
196.18,179.22,158.31,73.91,2.64,12.88,34.0,19.2,76.9,22.53,27.7,61.4,56.8,239.7
92.44,72.62,53.17,32.42,5.4,14.85,30.0,42.4,36.1,64.04,30.9,69.1,22.4,993.9
224.94,219.64,196.46,87.49,-2.08,12.04,50.0,12.9,88.2,9.4,33.7,63.8,16.4,69.9
164.07,147.84,126.0,62.11,2.42,13.76,34.0,23.1,64.3,34.28,27.4,85.0,10.5,360.1
56.78,42.01,26.93,18.36,4.46,12.48,30.0,52.5,22.4,77.82,26.4,69.1,18.3,1775.8
101.41,82.05,58.82,36.26,4.45,16.66,32.0,41.6,39.6,60.36,34.2,61.5,55.8,945.6
209.41,195.93,174.39,79.69,1.18,12.52,38.0,16.9,82.0,16.7,26.0,78.1,1.2,150.0
113.03,95.26,71.59,41.54,3.4,16.22,34.0,36.5,44.3,55.01,26.8,70.7,27.4,780.9
244.6,242.0,224.0,95.26,-2.17,8.99,52.0,8.6,96.1,2.77,31.7,67.1,22.9,0.0
242.46,239.74,222.15,94.49,-2.07,8.83,54.0,8.2,94.9,2.99,25.6,42.9,42.2,0.0
246.7,240.34,222.85,94.98,-0.8,9.21,42.0,9.8,96.9,1.67,22.2,57.7,38.7,0.0
243.39,240.22,220.23,94.63,-2.3,10.04,52.0,9.4,95.3,3.29,20.0,37.4,32.8,0.0
55.64,39.11,28.35,17.34,6.05,10.14,24.0,49.8,22.0,78.86,24.0,57.3,56.5,1987.6
184.12,168.97,145.2,69.91,1.58,14.26,36.0,21.2,72.2,26.64,31.3,62.1,18.9,272.4
237.71,232.54,211.6,92.08,-1.76,10.8,48.0,11.0,93.3,4.87,24.4,57.3,7.4,28.1
66.59,52.93,34.72,23.13,3.14,13.78,34.0,47.8,26.3,73.07,32.0,45.0,26.5,1531.6
117.28,98.74,76.9,43.08,3.93,15.2,34.0,34.1,45.9,53.39,23.9,45.5,29.5,806.3
245.83,239.91,221.42,94.77,-1.11,9.64,46.0,10.2,96.5,2.12,28.0,59.2,30.4,0.0
124.04,103.97,80.6,45.32,4.3,16.15,32.0,34.5,48.6,51.32,33.9,37.5,52.5,739.5
83.41,65.63,43.91,29.14,4.34,16.13,34.0,47.1,32.5,67.35,38.6,60.6,52.7,1161.9
99.09,81.87,61.08,36.01,3.8,14.89,34.0,38.4,38.8,60.37,21.3,62.4,2.6,984.0
75.97,56.72,39.75,25.52,5.93,13.87,28.0,47.5,29.8,70.86,33.1,50.1,20.0,1295.0
152.56,131.19,108.35,56.19,4.51,15.37,30.0,29.4,60.0,40.52,26.7,49.1,50.8,532.9
174.4,160.82,132.68,66.64,0.36,16.47,40.0,23.5,68.2,30.3,18.3,71.3,45.7,353.7
55.66,41.39,29.09,18.07,4.6,10.61,26.0,48.2,22.0,78.05,23.5,53.6,31.1,1962.2
65.33,47.15,33.0,21.17,6.11,12.31,26.0,49.4,25.5,75.11,31.7,46.9,20.2,1628.9
198.32,184.04,162.97,75.45,1.59,12.54,36.0,17.6,77.6,20.88,42.3,65.0,19.6,186.3
80.59,59.48,43.09,26.97,6.81,13.74,26.0,47.1,31.8,69.48,27.6,59.0,40.5,1270.3
63.12,45.91,29.59,20.44,5.4,13.56,30.0,52.5,24.7,75.86,21.2,50.1,5.1,1796.6
240.22,233.64,215.59,92.64,-0.81,9.55,46.0,10.2,94.1,3.65,27.5,38.8,10.6,24.2
90.73,72.92,52.25,32.29,4.29,15.22,32.0,42.7,35.7,64.13,29.4,52.2,56.2,1130.9
215.18,206.72,185.92,83.18,-0.56,11.39,44.0,13.3,84.3,13.08,17.0,60.3,50.5,130.4
194.87,183.47,158.29,74.9,-0.12,14.27,40.0,18.8,76.5,21.76,34.6,48.6,29.0,214.7
160.78,145.26,122.39,61.05,2.0,14.25,36.0,24.3,63.1,35.37,29.2,84.6,1.7,372.1
66.97,47.4,32.56,21.45,6.71,13.0,24.0,50.6,26.3,74.92,26.2,62.4,25.5,1557.0
77.81,60.01,42.8,26.79,5.09,13.62,30.0,44.7,30.6,69.52,29.3,73.8,49.6,1272.8
238.09,231.18,211.27,91.76,-0.99,10.52,44.0,11.4,93.3,4.74,25.8,67.1,29.6,30.1
170.84,156.21,129.69,65.03,1.04,15.85,38.0,23.9,67.1,31.72,20.0,51.7,12.2,382.9
125.83,106.21,81.73,46.15,3.91,16.65,32.0,34.9,49.4,50.55,27.0,78.9,36.8,657.6
68.04,53.1,36.75,23.4,4.02,12.84,30.0,45.5,26.7,72.79,30.5,25.6,53.9,1693.5
231.97,226.36,208.09,90.0,-1.18,9.6,46.0,10.2,91.0,6.26,33.7,43.9,6.1,46.3
140.48,121.53,99.84,52.22,3.8,14.6,34.0,28.6,54.9,44.26,24.7,56.7,53.5,600.7
156.04,140.28,116.66,59.15,2.03,14.78,36.0,25.1,61.2,37.33,23.0,58.5,59.5,483.0
87.41,67.55,48.65,30.27,5.63,14.72,30.0,43.5,34.1,66.18,30.0,33.7,24.1,1204.4
84.95,65.91,46.64,29.46,5.24,14.87,30.0,44.7,33.3,66.97,23.9,75.7,43.0,1175.5
111.84,90.41,67.29,39.96,5.2,16.66,30.0,40.0,43.9,56.76,18.0,46.7,45.1,969.4
54.35,38.97,24.79,17.05,5.01,12.16,28.0,53.7,21.2,79.14,32.1,43.2,41.0,1969.5
120.5,105.36,80.5,45.35,1.93,16.2,36.0,33.7,47.5,51.18,24.1,67.2,52.8,739.7
167.31,149.03,124.96,62.71,2.89,15.21,34.0,25.1,65.5,33.95,34.2,56.9,47.3,390.7
96.66,76.39,56.07,34.05,5.39,15.31,30.0,42.4,38.0,62.46,38.0,57.7,30.2,930.3
216.4,208.3,187.3,83.71,-0.73,11.42,44.0,13.3,84.7,12.59,28.5,39.8,27.4,116.8
244.49,239.95,221.71,94.68,-1.55,9.35,50.0,9.0,95.7,2.46,32.7,58.4,36.7,0.0
203.01,189.57,168.63,77.4,1.27,12.29,38.0,16.9,79.6,18.9,30.7,55.7,40.7,184.9
185.37,173.5,149.87,71.31,0.32,13.68,42.0,18.8,72.5,25.13,19.3,68.3,47.5,286.4
142.62,124.25,103.11,53.24,3.61,14.15,32.0,27.8,56.1,43.18,27.0,50.5,59.8,587.2
65.92,49.53,32.28,21.95,4.73,13.82,32.0,51.4,25.9,74.33,19.7,56.8,53.9,1770.2
91.9,71.97,54.78,32.2,5.76,13.55,28.0,40.4,36.1,64.18,28.5,51.5,20.1,1054.9
241.36,234.89,215.21,93.03,-1.11,10.33,46.0,11.0,94.5,3.63,33.9,78.5,3.6,21.6
221.76,214.76,191.35,85.88,-1.5,12.41,46.0,14.1,87.1,10.86,20.9,54.9,1.9,101.3
212.77,206.11,183.97,82.79,-1.43,11.84,46.0,13.7,83.5,13.65,32.4,58.8,48.4,123.8
227.53,219.46,200.2,87.73,-0.47,10.45,40.0,12.2,89.4,8.45,23.5,32.5,47.8,77.9
54.92,38.66,26.06,17.06,5.68,11.32,26.0,52.5,21.6,79.14,30.6,51.0,36.2,1969.8
220.2,209.99,188.52,84.48,-0.04,11.9,40.0,14.1,86.3,11.89,26.2,44.3,33.7,114.9
54.15,42.36,27.62,18.15,2.97,11.68,32.0,48.2,21.2,77.94,29.6,59.1,28.6,1885.1
217.19,207.97,187.7,83.7,-0.21,11.21,42.0,13.3,85.1,12.52,28.9,71.4,35.6,109.8
52.81,38.25,24.58,16.61,4.68,11.7,28.0,52.9,20.8,79.55,26.8,53.8,7.2,1989.8
187.78,174.15,149.58,71.68,0.85,14.39,38.0,20.4,73.7,24.91,22.3,58.8,54.2,288.6
198.87,185.79,161.07,75.9,0.57,14.22,40.0,19.2,78.0,20.77,29.4,49.6,31.9,212.9
192.97,182.86,157.58,74.57,-0.62,14.16,42.0,18.0,75.7,22.07,23.7,60.1,4.9,234.5
50.86,35.37,24.25,15.44,5.62,10.34,24.0,52.9,20.0,80.73,41.3,62.2,6.6,1941.1
245.43,241.78,223.31,95.25,-1.89,9.35,52.0,9.0,96.1,2.53,21.5,33.3,30.7,0.0
133.17,115.21,88.14,49.52,2.7,17.58,36.0,33.7,52.2,47.32,28.1,69.2,13.8,593.7
244.94,237.23,224.19,94.1,0.39,7.23,38.0,8.6,96.1,2.6,29.5,63.6,47.1,0.0
230.52,223.45,201.88,89.01,-1.19,11.43,44.0,12.5,90.6,7.59,26.0,47.6,44.7,63.7
245.12,240.14,222.87,94.81,-1.24,8.94,46.0,9.0,96.1,2.11,27.6,70.5,55.5,0.0
120.57,100.07,80.26,43.87,5.05,14.32,30.0,33.7,47.5,52.6,20.4,24.4,20.1,851.0
112.82,90.83,69.95,40.24,5.74,15.44,30.0,38.0,44.3,56.37,29.9,58.7,45.2,820.0
75.26,54.1,38.96,24.64,7.19,13.21,24.0,47.8,29.4,71.8,25.5,46.0,47.0,1494.6
183.32,169.84,145.65,70.08,0.87,14.24,38.0,20.4,71.8,26.45,31.9,43.9,33.0,287.1
81.24,64.1,46.21,28.48,4.57,13.76,30.0,43.1,31.8,67.81,26.3,40.9,32.8,1299.1
247.18,239.54,221.16,94.77,-0.49,9.79,44.0,10.6,96.9,1.77,24.4,46.3,4.3,0.0
243.51,238.26,222.59,94.21,-0.88,8.2,42.0,8.6,95.7,2.4,21.8,50.3,27.5,0.0
244.94,238.25,220.04,94.26,-0.8,9.61,44.0,10.2,96.1,2.26,27.4,52.3,12.1,0.0
244.52,239.82,221.96,94.66,-1.43,9.19,46.0,9.4,96.1,2.36,24.1,42.0,9.5,0.0
71.62,56.31,37.21,24.82,3.75,14.49,32.0,48.6,28.2,71.47,30.2,51.1,18.3,1410.0
175.97,163.08,138.43,67.5,0.6,14.51,40.0,21.6,69.0,29.03,27.9,53.3,53.9,345.2
148.35,128.8,104.56,55.06,3.59,15.92,34.0,29.0,58.0,41.64,33.8,38.9,27.9,515.0
208.68,199.05,176.2,80.47,-0.45,12.65,42.0,15.7,82.0,15.98,35.7,63.2,43.2,145.0
138.68,120.43,93.81,51.61,2.82,17.23,34.0,32.5,54.5,45.21,24.6,44.0,21.3,621.6
223.29,214.63,193.96,86.03,-0.48,11.27,44.0,12.9,87.5,10.27,31.5,46.5,46.4,91.4
206.59,195.85,173.56,79.42,0.05,12.55,40.0,16.1,81.2,16.96,24.9,70.8,45.3,163.2
127.58,108.45,87.06,47.06,4.1,14.78,30.0,32.2,50.2,49.41,32.2,46.0,36.8,672.0
101.76,84.0,62.79,36.95,3.95,15.16,32.0,38.4,40.0,59.47,15.0,73.9,27.1,978.9
162.77,146.41,122.8,61.54,2.22,14.74,34.0,24.7,63.9,34.98,24.5,35.6,22.0,444.6
78.13,60.65,40.68,26.97,4.56,15.23,32.0,47.5,30.6,69.43,32.1,30.0,32.2,1357.7
193.78,178.44,156.49,73.47,1.88,13.2,34.0,19.6,76.1,22.96,20.6,46.8,23.6,259.4
243.69,238.68,222.38,94.32,-1.07,8.48,46.0,9.0,95.7,2.36,31.9,61.5,45.3,0.0
72.2,54.9,38.99,24.5,5.18,12.93,30.0,45.9,28.2,71.76,27.7,50.0,55.5,1497.9
62.96,45.06,31.66,20.2,6.15,11.87,26.0,49.0,24.7,76.06,22.4,57.5,46.7,1763.2
81.08,59.41,41.93,26.99,6.94,14.52,26.0,48.2,31.8,69.53,20.5,67.9,45.7,1344.6
69.83,53.4,36.2,23.69,4.63,13.63,30.0,48.6,27.5,72.58,17.9,70.7,15.5,1495.6
142.83,122.94,100.07,52.84,4.01,15.35,32.0,30.2,56.1,43.77,27.8,53.6,33.0,553.7
61.61,45.15,30.56,20.03,5.27,12.34,28.0,49.8,24.3,76.19,18.4,50.1,41.9,1895.5
128.03,108.48,85.99,47.09,4.12,15.46,32.0,32.9,50.2,49.47,16.3,31.0,47.8,814.2
208.07,197.4,175.5,79.98,0.08,12.32,40.0,15.3,81.6,16.37,26.2,64.3,49.2,162.2
244.32,237.85,222.14,94.16,-0.46,8.37,44.0,9.0,95.7,2.17,37.1,54.7,14.1,0.0
111.01,89.17,70.05,39.57,5.96,14.45,28.0,36.9,43.5,56.95,31.6,24.3,25.7,899.1
175.2,157.84,134.64,65.96,2.59,14.45,34.0,22.7,68.6,30.6,28.1,62.1,45.8,344.5
73.07,55.08,37.91,24.64,5.35,13.83,30.0,47.8,28.6,71.69,34.9,53.4,51.0,1425.1
191.54,174.83,155.23,72.31,2.77,12.23,32.0,19.2,75.3,24.02,15.1,47.4,20.8,285.5
